customer_id,R_days,F_count,M_amount,R_score,F_score,M_score,RFM_score,segment
581,7,10,80,5,1,4,10,Loyal Customers
582,90,12,100,1,2,5,8,Potential Loyalists
583,90,2,77,1,1,4,6,At Risk
584,30,38,78,3,4,4,11,Loyal Customers
585,30,20,94,3,2,5,10,Loyal Customers
586,90,5,23,1,1,1,3,Low Value / Churn Risk
587,365,9,20,1,1,1,3,Low Value / Churn Risk
588,90,48,86,1,5,5,11,Loyal Customers
589,90,9,60,1,1,3,5,At Risk
590,365,40,70,1,4,4,9,Potential Loyalists
591,14,30,39,4,3,2,9,Potential Loyalists
592,14,6,37,4,1,2,7,Potential Loyalists
593,90,42,29,1,5,1,7,Potential Loyalists
594,90,9,35,1,1,1,3,Low Value / Churn Risk
595,30,6,83,3,1,4,8,Potential Loyalists
596,90,47,77,1,5,4,10,Loyal Customers
597,365,36,37,1,4,2,7,Potential Loyalists
598,14,19,69,4,2,4,10,Loyal Customers
599,90,30,66,1,3,3,7,Potential Loyalists
600,90,27,26,1,3,1,5,At Risk
601,30,25,63,3,3,3,9,Potential Loyalists
602,14,5,38,4,1,2,7,Potential Loyalists
603,90,10,58,1,1,3,5,At Risk
604,90,26,46,1,3,2,6,At Risk
605,90,11,92,1,2,5,8,Potential Loyalists
606,7,17,32,5,2,1,8,Potential Loyalists
607,30,44,90,3,5,5,13,Champions
608,30,44,23,3,5,1,9,Potential Loyalists
609,90,21,25,1,3,1,5,At Risk
610,14,49,54,4,5,3,12,Loyal Customers
611,90,27,72,1,3,4,8,Potential Loyalists
612,30,19,33,3,2,1,6,At Risk
613,90,33,43,1,4,2,7,Potential Loyalists
614,14,46,51,4,5,2,11,Loyal Customers
615,14,21,85,4,3,5,12,Loyal Customers
616,365,23,100,1,3,5,9,Potential Loyalists
617,90,38,72,1,4,4,9,Potential Loyalists
618,90,2,57,1,1,3,5,At Risk
619,14,21,94,4,3,5,12,Loyal Customers
620,90,1,34,1,1,1,3,Low Value / Churn Risk
621,90,10,89,1,1,5,7,Potential Loyalists
622,7,45,27,5,5,1,11,Loyal Customers
623,14,44,63,4,5,3,12,Loyal Customers
624,14,48,70,4,5,4,13,Champions
625,365,21,87,1,3,5,9,Potential Loyalists
626,7,1,79,5,1,4,10,Loyal Customers
627,365,10,79,1,1,4,6,At Risk
628,30,24,44,3,3,2,8,Potential Loyalists
629,30,29,85,3,3,5,11,Loyal Customers
630,365,11,90,1,2,5,8,Potential Loyalists
631,365,33,94,1,4,5,10,Loyal Customers
632,14,27,68,4,3,3,10,Loyal Customers
633,14,19,51,4,2,2,8,Potential Loyalists
634,90,50,33,1,5,1,7,Potential Loyalists
635,7,46,60,5,5,3,13,Champions
636,90,28,59,1,3,3,7,Potential Loyalists
637,90,14,30,1,2,1,4,Low Value / Churn Risk
638,14,46,20,4,5,1,10,Loyal Customers
639,30,41,20,3,5,1,9,Potential Loyalists
640,365,50,24,1,5,1,7,Potential Loyalists
641,14,28,88,4,3,5,12,Loyal Customers
642,90,23,78,1,3,4,8,Potential Loyalists
643,14,14,25,4,2,1,7,Potential Loyalists
644,90,10,57,1,1,3,5,At Risk
645,7,37,93,5,4,5,14,Champions
646,14,15,42,4,2,2,8,Potential Loyalists
647,14,19,54,4,2,3,9,Potential Loyalists
648,14,23,70,4,3,4,11,Loyal Customers
649,7,35,31,5,4,1,10,Loyal Customers
650,90,33,93,1,4,5,10,Loyal Customers
651,365,12,40,1,2,2,5,At Risk
652,14,41,32,4,5,1,10,Loyal Customers
653,7,27,27,5,3,1,9,Potential Loyalists
654,14,45,68,4,5,3,12,Loyal Customers
655,365,23,59,1,3,3,7,Potential Loyalists
656,30,19,36,3,2,2,7,Potential Loyalists
657,90,6,23,1,1,1,3,Low Value / Churn Risk
658,90,6,80,1,1,4,6,At Risk
659,7,20,37,5,2,2,9,Potential Loyalists
660,7,8,52,5,1,3,9,Potential Loyalists
661,90,39,79,1,4,4,9,Potential Loyalists
662,90,39,68,1,4,3,8,Potential Loyalists
663,14,39,98,4,4,5,13,Champions
664,30,23,83,3,3,4,10,Loyal Customers
665,14,41,83,4,5,4,13,Champions
666,365,50,55,1,5,3,9,Potential Loyalists
667,90,30,26,1,3,1,5,At Risk
668,90,32,76,1,4,4,9,Potential Loyalists
669,30,35,85,3,4,5,12,Loyal Customers
670,14,45,89,4,5,5,14,Champions
671,14,37,41,4,4,2,10,Loyal Customers
672,7,45,30,5,5,1,11,Loyal Customers
673,90,29,53,1,3,3,7,Potential Loyalists
674,14,27,66,4,3,3,10,Loyal Customers
675,365,36,33,1,4,1,6,At Risk
676,365,9,86,1,1,5,7,Potential Loyalists
677,14,38,60,4,4,3,11,Loyal Customers
678,365,41,62,1,5,3,9,Potential Loyalists
679,90,25,74,1,3,4,8,Potential Loyalists
680,14,37,95,4,4,5,13,Champions
681,365,3,25,1,1,1,3,Low Value / Churn Risk
682,90,24,59,1,3,3,7,Potential Loyalists
683,14,49,29,4,5,1,10,Loyal Customers
684,30,3,36,3,1,2,6,At Risk
685,30,42,82,3,5,4,12,Loyal Customers
686,14,32,71,4,4,4,12,Loyal Customers
687,14,33,35,4,4,1,9,Potential Loyalists
688,90,46,38,1,5,2,8,Potential Loyalists
689,30,44,59,3,5,3,11,Loyal Customers
690,90,35,91,1,4,5,10,Loyal Customers
691,7,45,68,5,5,3,13,Champions
692,14,37,21,4,4,1,9,Potential Loyalists
693,90,40,95,1,4,5,10,Loyal Customers
694,90,30,52,1,3,3,7,Potential Loyalists
695,90,38,21,1,4,1,6,At Risk
696,90,15,67,1,2,3,6,At Risk
697,30,49,42,3,5,2,10,Loyal Customers
698,90,40,63,1,4,3,8,Potential Loyalists
699,7,40,41,5,4,2,11,Loyal Customers
700,7,5,46,5,1,2,8,Potential Loyalists
701,30,5,79,3,1,4,8,Potential Loyalists
702,90,5,90,1,1,5,7,Potential Loyalists
703,7,1,71,5,1,4,10,Loyal Customers
704,7,21,87,5,3,5,13,Champions
705,365,18,66,1,2,3,6,At Risk
706,90,49,90,1,5,5,11,Loyal Customers
707,7,27,47,5,3,2,10,Loyal Customers
708,365,21,38,1,3,2,6,At Risk
709,14,19,50,4,2,2,8,Potential Loyalists
710,30,23,79,3,3,4,10,Loyal Customers
711,14,26,91,4,3,5,12,Loyal Customers
712,14,13,60,4,2,3,9,Potential Loyalists
713,90,36,81,1,4,4,9,Potential Loyalists
714,14,39,90,4,4,5,13,Champions
715,14,40,70,4,4,4,12,Loyal Customers
716,90,37,63,1,4,3,8,Potential Loyalists
717,14,9,29,4,1,1,6,At Risk
718,90,7,90,1,1,5,7,Potential Loyalists
719,365,25,22,1,3,1,5,At Risk
720,14,42,22,4,5,1,10,Loyal Customers
721,7,19,62,5,2,3,10,Loyal Customers
722,90,41,57,1,5,3,9,Potential Loyalists
723,14,50,32,4,5,1,10,Loyal Customers
724,30,43,53,3,5,3,11,Loyal Customers
725,90,36,79,1,4,4,9,Potential Loyalists
726,14,33,61,4,4,3,11,Loyal Customers
727,90,20,78,1,2,4,7,Potential Loyalists
728,90,37,97,1,4,5,10,Loyal Customers
729,90,12,78,1,2,4,7,Potential Loyalists
730,90,46,56,1,5,3,9,Potential Loyalists
731,14,28,25,4,3,1,8,Potential Loyalists
732,14,30,28,4,3,1,8,Potential Loyalists
733,14,28,57,4,3,3,10,Loyal Customers
734,14,20,36,4,2,2,8,Potential Loyalists
735,90,39,69,1,4,4,9,Potential Loyalists
736,14,48,48,4,5,2,11,Loyal Customers
737,90,32,58,1,4,3,8,Potential Loyalists
738,365,28,24,1,3,1,5,At Risk
739,90,27,31,1,3,1,5,At Risk
740,14,26,29,4,3,1,8,Potential Loyalists
741,14,22,69,4,3,4,11,Loyal Customers
742,90,23,79,1,3,4,8,Potential Loyalists
743,90,21,39,1,3,2,6,At Risk
744,7,36,84,5,4,4,13,Champions
745,14,42,66,4,5,3,12,Loyal Customers
746,30,4,92,3,1,5,9,Potential Loyalists
747,365,47,45,1,5,2,8,Potential Loyalists
748,7,13,74,5,2,4,11,Loyal Customers
749,90,8,39,1,1,2,4,Low Value / Churn Risk
750,90,11,71,1,2,4,7,Potential Loyalists
751,365,5,95,1,1,5,7,Potential Loyalists
752,30,1,72,3,1,4,8,Potential Loyalists
753,90,17,85,1,2,5,8,Potential Loyalists
754,90,27,54,1,3,3,7,Potential Loyalists
755,90,3,41,2,1,2,5,At Risk
756,7,22,24,5,3,1,9,Potential Loyalists
757,14,24,99,4,3,5,12,Loyal Customers
758,90,18,32,2,2,1,5,At Risk
759,90,39,71,2,4,4,10,Loyal Customers
760,14,25,49,4,3,2,9,Potential Loyalists
761,365,6,50,1,1,2,4,Low Value / Churn Risk
762,7,26,91,5,3,5,13,Champions
763,14,43,46,4,5,2,11,Loyal Customers
764,30,6,50,3,1,2,6,At Risk
765,90,6,39,2,1,2,5,At Risk
766,90,13,99,2,2,5,9,Potential Loyalists
767,30,13,48,3,2,2,7,Potential Loyalists
768,365,11,77,1,2,4,7,Potential Loyalists
769,7,45,95,5,5,5,15,Champions
770,30,8,100,3,1,5,9,Potential Loyalists
771,365,8,54,1,1,3,5,At Risk
772,14,34,68,4,4,3,11,Loyal Customers
773,14,40,22,4,4,1,9,Potential Loyalists
774,14,14,84,4,2,4,10,Loyal Customers
775,90,11,46,2,2,2,6,At Risk
776,30,8,53,3,1,3,7,Potential Loyalists
777,90,8,60,2,1,3,6,At Risk
778,7,37,32,5,4,1,10,Loyal Customers
779,365,23,50,1,3,2,6,At Risk
780,365,38,94,1,4,5,10,Loyal Customers
781,90,38,26,2,4,1,7,Potential Loyalists
782,14,12,44,4,2,2,8,Potential Loyalists
783,7,15,57,5,2,3,10,Loyal Customers
784,14,38,65,4,4,3,11,Loyal Customers
785,90,41,72,2,5,4,11,Loyal Customers
786,14,37,62,4,4,3,11,Loyal Customers
787,90,16,21,2,2,1,5,At Risk
788,7,25,85,5,3,5,13,Champions
789,90,18,51,2,2,2,6,At Risk
790,14,4,84,4,1,4,9,Potential Loyalists
791,90,12,37,2,2,2,6,At Risk
792,14,35,44,4,4,2,10,Loyal Customers
793,7,45,45,5,5,2,12,Loyal Customers
794,30,16,35,3,2,1,6,At Risk
795,14,10,50,4,1,2,7,Potential Loyalists
796,365,34,26,1,4,1,6,At Risk
797,365,43,78,1,5,4,10,Loyal Customers
798,7,38,82,5,4,4,13,Champions
799,90,48,39,2,5,2,9,Potential Loyalists
800,365,31,55,1,4,3,8,Potential Loyalists
801,90,20,20,2,2,1,5,At Risk
802,14,12,29,4,2,1,7,Potential Loyalists
803,7,2,41,5,1,2,8,Potential Loyalists
804,90,30,38,2,3,2,7,Potential Loyalists
805,90,28,47,2,3,2,7,Potential Loyalists
806,30,40,30,3,4,1,8,Potential Loyalists
807,90,46,56,2,5,3,10,Loyal Customers
808,7,15,89,5,2,5,12,Loyal Customers
809,90,38,96,2,4,5,11,Loyal Customers
810,14,30,81,4,3,4,11,Loyal Customers
811,14,32,83,4,4,4,12,Loyal Customers
812,90,36,35,2,4,1,7,Potential Loyalists
813,7,32,56,5,4,3,12,Loyal Customers
814,365,14,45,1,2,2,5,At Risk
815,30,8,62,3,1,3,7,Potential Loyalists
816,14,27,84,4,3,4,11,Loyal Customers
817,30,24,24,3,3,1,7,Potential Loyalists
818,14,30,21,4,3,1,8,Potential Loyalists
819,30,34,91,3,4,5,12,Loyal Customers
820,90,28,36,2,3,2,7,Potential Loyalists
821,30,27,39,3,3,2,8,Potential Loyalists
822,14,31,39,4,4,2,10,Loyal Customers
823,365,23,59,1,3,3,7,Potential Loyalists
824,90,11,27,2,2,1,5,At Risk
825,90,48,94,2,5,5,12,Loyal Customers
826,30,17,94,3,2,5,10,Loyal Customers
827,7,36,94,5,4,5,14,Champions
828,14,33,51,4,4,2,10,Loyal Customers
829,14,27,62,4,3,3,10,Loyal Customers
830,14,14,57,4,2,3,9,Potential Loyalists
831,365,5,76,1,1,4,6,At Risk
832,90,47,63,2,5,3,10,Loyal Customers
833,14,28,80,4,3,4,11,Loyal Customers
834,365,11,68,1,2,3,6,At Risk
835,7,18,89,5,2,5,12,Loyal Customers
836,7,21,26,5,3,1,9,Potential Loyalists
837,14,22,90,4,3,5,12,Loyal Customers
838,90,33,28,2,4,1,7,Potential Loyalists
839,365,49,29,1,5,1,7,Potential Loyalists
840,90,10,31,2,1,1,4,Low Value / Churn Risk
841,7,18,24,5,2,1,8,Potential Loyalists
842,14,28,88,4,3,5,12,Loyal Customers
843,7,25,87,5,3,5,13,Champions
844,7,6,80,5,1,4,10,Loyal Customers
845,14,44,48,4,5,2,11,Loyal Customers
846,30,30,21,3,3,1,7,Potential Loyalists
847,90,42,72,2,5,4,11,Loyal Customers
848,30,30,44,3,3,2,8,Potential Loyalists
849,14,33,73,4,4,4,12,Loyal Customers
850,90,24,61,2,3,3,8,Potential Loyalists
851,30,13,20,3,2,1,6,At Risk
852,30,19,86,3,2,5,10,Loyal Customers
853,90,23,60,2,3,3,8,Potential Loyalists
854,30,35,43,3,4,2,9,Potential Loyalists
855,30,22,44,3,3,2,8,Potential Loyalists
856,90,14,76,2,2,4,8,Potential Loyalists
857,14,47,33,4,5,1,10,Loyal Customers
858,90,50,60,2,5,3,10,Loyal Customers
859,7,33,26,5,4,1,10,Loyal Customers
860,30,7,73,3,1,4,8,Potential Loyalists
861,30,3,87,3,1,5,9,Potential Loyalists
862,90,35,100,2,4,5,11,Loyal Customers
863,14,13,84,4,2,4,10,Loyal Customers
864,14,42,41,4,5,2,11,Loyal Customers
865,365,5,59,1,1,3,5,At Risk
866,365,23,26,1,3,1,5,At Risk
867,14,11,69,4,2,4,10,Loyal Customers
868,14,23,20,4,3,1,8,Potential Loyalists
869,90,2,83,2,1,4,7,Potential Loyalists
870,7,33,54,5,4,3,12,Loyal Customers
871,14,6,66,4,1,3,8,Potential Loyalists
872,90,45,42,2,5,2,9,Potential Loyalists
873,90,25,33,2,3,1,6,At Risk
874,90,24,77,2,3,4,9,Potential Loyalists
875,90,10,65,2,1,3,6,At Risk
876,90,7,39,2,1,2,5,At Risk
877,7,1,51,5,1,2,8,Potential Loyalists
878,90,45,65,2,5,3,10,Loyal Customers
879,7,37,89,5,4,5,14,Champions
880,90,14,76,2,2,4,8,Potential Loyalists
881,30,25,75,3,3,4,10,Loyal Customers
882,365,18,61,1,2,3,6,At Risk
883,90,37,35,2,4,1,7,Potential Loyalists
884,30,30,37,3,3,2,8,Potential Loyalists
885,7,34,91,5,4,5,14,Champions
886,90,49,99,2,5,5,12,Loyal Customers
887,30,48,54,3,5,3,11,Loyal Customers
888,14,33,47,4,4,2,10,Loyal Customers
889,365,44,77,1,5,4,10,Loyal Customers
890,7,50,84,5,5,4,14,Champions
891,30,47,51,3,5,2,10,Loyal Customers
892,90,24,26,2,3,1,6,At Risk
893,30,43,64,3,5,3,11,Loyal Customers
894,30,14,51,3,2,2,7,Potential Loyalists
895,90,3,60,2,1,3,6,At Risk
896,90,33,69,2,4,4,10,Loyal Customers
897,14,38,29,4,4,1,9,Potential Loyalists
898,7,46,91,5,5,5,15,Champions
899,90,19,70,2,2,4,8,Potential Loyalists
900,365,20,58,1,2,3,6,At Risk
901,90,42,98,2,5,5,12,Loyal Customers
902,30,34,68,3,4,3,10,Loyal Customers
903,30,5,44,3,1,2,6,At Risk
904,90,3,45,2,1,2,5,At Risk
905,90,46,99,2,5,5,12,Loyal Customers
906,365,16,68,1,2,3,6,At Risk
907,14,21,56,4,3,3,10,Loyal Customers
908,14,34,43,4,4,2,10,Loyal Customers
909,90,9,99,2,1,5,8,Potential Loyalists
910,7,36,56,5,4,3,12,Loyal Customers
911,30,22,25,3,3,1,7,Potential Loyalists
912,90,2,74,2,1,4,7,Potential Loyalists
913,30,32,56,3,4,3,10,Loyal Customers
914,90,29,47,2,3,2,7,Potential Loyalists
915,90,27,67,2,3,3,8,Potential Loyalists
916,14,33,22,4,4,1,9,Potential Loyalists
917,30,16,34,3,2,1,6,At Risk
918,90,11,64,2,2,3,7,Potential Loyalists
919,14,11,42,4,2,2,8,Potential Loyalists
920,14,17,82,4,2,4,10,Loyal Customers
921,7,37,81,5,4,4,13,Champions
922,7,18,24,5,2,1,8,Potential Loyalists
923,30,13,60,3,2,3,8,Potential Loyalists
924,7,7,24,5,1,1,7,Potential Loyalists
925,90,37,78,2,4,4,10,Loyal Customers
926,30,8,88,3,1,5,9,Potential Loyalists
927,14,11,63,4,2,3,9,Potential Loyalists
928,14,8,78,4,1,4,9,Potential Loyalists
929,90,31,37,2,4,2,8,Potential Loyalists
930,14,26,94,4,3,5,12,Loyal Customers
931,14,20,78,4,2,4,10,Loyal Customers
932,14,24,36,4,3,2,9,Potential Loyalists
933,14,45,24,4,5,1,10,Loyal Customers
934,30,33,84,3,4,4,11,Loyal Customers
935,30,21,47,3,3,2,8,Potential Loyalists
936,14,2,51,4,1,2,7,Potential Loyalists
937,7,28,84,5,3,4,12,Loyal Customers
938,90,18,24,2,2,1,5,At Risk
939,14,21,97,4,3,5,12,Loyal Customers
940,30,24,89,3,3,5,11,Loyal Customers
941,90,15,44,2,2,2,6,At Risk
942,90,38,35,2,4,1,7,Potential Loyalists
943,14,38,91,4,4,5,13,Champions
944,14,13,63,4,2,3,9,Potential Loyalists
945,14,39,97,4,4,5,13,Champions
946,90,8,38,2,1,2,5,At Risk
947,90,4,24,2,1,1,4,Low Value / Churn Risk
948,90,6,32,2,1,1,4,Low Value / Churn Risk
949,90,11,90,2,2,5,9,Potential Loyalists
950,30,49,36,3,5,2,10,Loyal Customers
951,90,30,37,2,3,2,7,Potential Loyalists
952,30,34,51,3,4,2,9,Potential Loyalists
953,30,28,71,3,3,4,10,Loyal Customers
954,90,36,50,2,4,2,8,Potential Loyalists
955,90,18,74,2,2,4,8,Potential Loyalists
956,30,4,75,3,1,4,8,Potential Loyalists
957,90,42,99,2,5,5,12,Loyal Customers
958,90,11,23,2,2,1,5,At Risk
959,14,31,53,4,4,3,11,Loyal Customers
960,14,12,99,4,2,5,11,Loyal Customers
961,90,20,48,2,2,2,6,At Risk
962,90,37,72,2,4,4,10,Loyal Customers
963,14,26,64,4,3,3,10,Loyal Customers
964,7,14,63,5,2,3,10,Loyal Customers
965,14,12,51,4,2,2,8,Potential Loyalists
966,365,10,55,1,1,3,5,At Risk
967,365,19,55,1,2,3,6,At Risk
968,7,4,26,5,1,1,7,Potential Loyalists
969,90,48,67,2,5,3,10,Loyal Customers
970,30,37,31,3,4,1,8,Potential Loyalists
971,30,4,66,3,1,3,7,Potential Loyalists
972,7,15,67,5,2,3,10,Loyal Customers
973,7,33,61,5,4,3,12,Loyal Customers
974,90,30,75,2,3,4,9,Potential Loyalists
975,30,23,90,3,3,5,11,Loyal Customers
976,7,2,40,5,1,2,8,Potential Loyalists
977,90,50,90,2,5,5,12,Loyal Customers
978,14,34,20,4,4,1,9,Potential Loyalists
979,7,33,40,5,4,2,11,Loyal Customers
980,30,34,33,3,4,1,8,Potential Loyalists
981,90,39,98,2,4,5,11,Loyal Customers
982,90,47,42,2,5,2,9,Potential Loyalists
983,30,37,62,3,4,3,10,Loyal Customers
984,14,40,45,4,4,2,10,Loyal Customers
985,14,8,78,4,1,4,9,Potential Loyalists
986,365,12,80,1,2,4,7,Potential Loyalists
987,30,36,96,3,4,5,12,Loyal Customers
988,7,48,47,5,5,2,12,Loyal Customers
989,14,47,84,4,5,4,13,Champions
990,30,2,31,3,1,1,5,At Risk
991,7,24,63,5,3,3,11,Loyal Customers
992,14,40,97,4,4,5,13,Champions
993,7,50,99,5,5,5,15,Champions
994,7,25,90,5,3,5,13,Champions
995,30,20,68,3,2,3,8,Potential Loyalists
996,7,10,80,5,1,4,10,Loyal Customers
997,90,32,91,2,4,5,11,Loyal Customers
998,14,31,30,4,4,1,9,Potential Loyalists
999,14,48,90,4,5,5,14,Champions
1000,30,23,28,3,3,1,7,Potential Loyalists
1001,14,1,46,4,1,2,7,Potential Loyalists
1002,14,4,60,4,1,3,8,Potential Loyalists
1003,14,3,59,4,1,3,8,Potential Loyalists
1004,14,3,68,4,1,3,8,Potential Loyalists
1005,365,44,79,1,5,4,10,Loyal Customers
1006,14,5,94,4,1,5,10,Loyal Customers
1007,90,50,83,2,5,4,11,Loyal Customers
1008,365,2,62,1,1,3,5,At Risk
1009,365,29,85,1,3,5,9,Potential Loyalists
1010,365,11,30,1,2,1,4,Low Value / Churn Risk
1011,14,37,24,4,4,1,9,Potential Loyalists
1012,14,32,25,4,4,1,9,Potential Loyalists
1013,365,27,37,1,3,2,6,At Risk
1014,14,31,69,4,4,4,12,Loyal Customers
1015,14,36,97,4,4,5,13,Champions
1016,7,34,24,5,4,1,10,Loyal Customers
1017,90,15,30,2,2,1,5,At Risk
1018,365,14,53,1,2,3,6,At Risk
1019,7,46,70,5,5,4,14,Champions
1020,14,33,76,4,4,4,12,Loyal Customers
1021,365,41,95,1,5,5,11,Loyal Customers
1022,7,39,51,5,4,2,11,Loyal Customers
1023,365,7,41,1,1,2,4,Low Value / Churn Risk
1024,90,29,71,2,3,4,9,Potential Loyalists
1025,90,18,66,2,2,3,7,Potential Loyalists
1026,365,15,84,1,2,4,7,Potential Loyalists
1027,14,39,95,4,4,5,13,Champions
1028,30,11,90,3,2,5,10,Loyal Customers
1029,14,4,36,4,1,2,7,Potential Loyalists
1030,14,33,22,4,4,1,9,Potential Loyalists
1031,90,37,89,2,4,5,11,Loyal Customers
1032,90,32,50,2,4,2,8,Potential Loyalists
1033,90,44,36,2,5,2,9,Potential Loyalists
1034,90,41,52,2,5,3,10,Loyal Customers
1035,7,44,29,5,5,1,11,Loyal Customers
1036,365,32,89,1,4,5,10,Loyal Customers
1037,30,13,47,3,2,2,7,Potential Loyalists
1038,90,48,25,2,5,1,8,Potential Loyalists
1039,7,3,74,5,1,4,10,Loyal Customers
1040,30,39,46,3,4,2,9,Potential Loyalists
1041,14,7,22,4,1,1,6,At Risk
1042,14,11,25,4,2,1,7,Potential Loyalists
1043,7,47,80,5,5,4,14,Champions
1044,14,28,76,4,3,4,11,Loyal Customers
1045,90,17,30,2,2,1,5,At Risk
1046,14,11,79,4,2,4,10,Loyal Customers
1047,365,12,22,1,2,1,4,Low Value / Churn Risk
1048,14,7,36,4,1,2,7,Potential Loyalists
1049,14,19,77,4,2,4,10,Loyal Customers
1050,90,24,33,2,3,1,6,At Risk
1051,30,19,64,3,2,3,8,Potential Loyalists
1052,365,39,53,1,4,3,8,Potential Loyalists
1053,14,1,36,4,1,2,7,Potential Loyalists
1054,14,10,70,4,1,4,9,Potential Loyalists
1055,90,48,96,2,5,5,12,Loyal Customers
1056,365,24,27,1,3,1,5,At Risk
1057,14,42,64,4,5,3,12,Loyal Customers
1058,7,20,23,5,2,1,8,Potential Loyalists
1059,90,49,33,2,5,1,8,Potential Loyalists
1060,30,25,34,3,3,1,7,Potential Loyalists
1061,90,21,35,2,3,1,6,At Risk
1062,90,12,62,2,2,3,7,Potential Loyalists
1063,90,21,75,2,3,4,9,Potential Loyalists
1064,30,35,29,3,4,1,8,Potential Loyalists
1065,90,42,28,2,5,1,8,Potential Loyalists
1066,90,3,20,2,1,1,4,Low Value / Churn Risk
1067,14,11,96,4,2,5,11,Loyal Customers
1068,90,22,43,2,3,2,7,Potential Loyalists
1069,7,47,94,5,5,5,15,Champions
1070,90,33,81,2,4,4,10,Loyal Customers
1071,7,50,75,5,5,4,14,Champions
1072,30,46,81,3,5,4,12,Loyal Customers
1073,14,34,92,4,4,5,13,Champions
1074,30,33,96,3,4,5,12,Loyal Customers
1075,14,45,71,4,5,4,13,Champions
1076,14,32,50,4,4,2,10,Loyal Customers
1077,14,47,72,4,5,4,13,Champions
1078,90,5,28,2,1,1,4,Low Value / Churn Risk
1079,14,49,59,4,5,3,12,Loyal Customers
1080,30,48,33,3,5,1,9,Potential Loyalists
1081,90,22,59,2,3,3,8,Potential Loyalists
1082,365,45,30,1,5,1,7,Potential Loyalists
1083,90,30,85,2,3,5,10,Loyal Customers
1084,7,43,97,5,5,5,15,Champions
1085,90,48,36,2,5,2,9,Potential Loyalists
1086,14,23,85,4,3,5,12,Loyal Customers
1087,14,27,62,4,3,3,10,Loyal Customers
1088,30,7,71,3,1,4,8,Potential Loyalists
1089,7,2,21,5,1,1,7,Potential Loyalists
1090,14,33,61,4,4,3,11,Loyal Customers
1091,14,27,58,4,3,3,10,Loyal Customers
1092,14,6,80,4,1,4,9,Potential Loyalists
1093,90,20,50,2,2,2,6,At Risk
1094,90,46,48,2,5,2,9,Potential Loyalists
1095,90,25,40,2,3,2,7,Potential Loyalists
1096,90,30,34,2,3,1,6,At Risk
1097,365,48,46,1,5,2,8,Potential Loyalists
1098,7,47,27,5,5,1,11,Loyal Customers
1099,7,27,98,5,3,5,13,Champions
1100,14,45,73,4,5,4,13,Champions
1101,7,2,28,5,1,1,7,Potential Loyalists
1102,14,39,76,4,4,4,12,Loyal Customers
1103,14,24,83,4,3,4,11,Loyal Customers
1104,14,8,23,4,1,1,6,At Risk
1105,90,8,28,2,1,1,4,Low Value / Churn Risk
1106,90,6,83,2,1,4,7,Potential Loyalists
1107,14,12,96,4,2,5,11,Loyal Customers
1108,7,26,62,5,3,3,11,Loyal Customers
1109,14,50,25,4,5,1,10,Loyal Customers
1110,7,2,97,5,1,5,11,Loyal Customers
1111,14,31,61,4,4,3,11,Loyal Customers
1112,14,4,66,4,1,3,8,Potential Loyalists
1113,90,32,67,2,4,3,9,Potential Loyalists
1114,14,11,80,4,2,4,10,Loyal Customers
1115,90,47,25,2,5,1,8,Potential Loyalists
1116,7,37,58,5,4,3,12,Loyal Customers
1117,14,39,96,4,4,5,13,Champions
1118,30,24,77,3,3,4,10,Loyal Customers
1119,90,11,65,2,2,3,7,Potential Loyalists
1120,7,36,36,5,4,2,11,Loyal Customers
1121,30,40,84,3,4,4,11,Loyal Customers
1122,90,25,58,2,3,3,8,Potential Loyalists
1123,365,12,62,1,2,3,6,At Risk
1124,30,38,67,3,4,3,10,Loyal Customers
1125,90,40,20,2,4,1,7,Potential Loyalists
1126,7,10,90,5,1,5,11,Loyal Customers
1127,14,47,58,4,5,3,12,Loyal Customers
1128,30,22,53,3,3,3,9,Potential Loyalists
1129,30,35,30,3,4,1,8,Potential Loyalists
1130,14,46,65,4,5,3,12,Loyal Customers
1131,14,30,41,4,3,2,9,Potential Loyalists
1132,30,20,73,3,2,4,9,Potential Loyalists
1133,14,25,98,4,3,5,12,Loyal Customers
1134,7,29,36,5,3,2,10,Loyal Customers
1135,90,2,81,2,1,4,7,Potential Loyalists
1136,90,32,90,2,4,5,11,Loyal Customers
1137,30,37,83,3,4,4,11,Loyal Customers
1138,90,16,91,2,2,5,9,Potential Loyalists
1139,14,32,36,4,4,2,10,Loyal Customers
1140,14,42,53,4,5,3,12,Loyal Customers
1141,90,6,39,2,1,2,5,At Risk
1142,14,23,33,4,3,1,8,Potential Loyalists
1143,14,27,76,4,3,4,11,Loyal Customers
1144,90,43,23,2,5,1,8,Potential Loyalists
1145,14,25,54,4,3,3,10,Loyal Customers
1146,90,30,89,2,3,5,10,Loyal Customers
1147,90,7,38,2,1,2,5,At Risk
1148,365,17,36,1,2,2,5,At Risk
1149,14,10,66,4,1,3,8,Potential Loyalists
1150,365,40,42,1,4,2,7,Potential Loyalists
1151,14,50,36,4,5,2,11,Loyal Customers
1152,7,24,86,5,3,5,13,Champions
1153,90,8,49,2,1,2,5,At Risk
1154,90,6,41,2,1,2,5,At Risk
1155,14,44,82,4,5,4,13,Champions
1156,90,47,53,2,5,3,10,Loyal Customers
1157,90,6,21,2,1,1,4,Low Value / Churn Risk
1158,90,11,66,2,2,3,7,Potential Loyalists
1159,365,41,89,1,5,5,11,Loyal Customers
1160,90,46,55,2,5,3,10,Loyal Customers
